Frequency (Hz),Amplitude (dBm)
462570690.0,-65.88
462579150.2,-65.50
462587610.5,-66.44
462596070.7,-67.20
462604530.9,-65.94
462612991.2,-83.21
462621451.4,-82.09
462629911.7,-78.11
462638371.9,-82.24
462646832.1,-74.91
462655292.4,-71.97
462663752.6,-71.96
462672212.8,-73.16
462680673.1,-73.09
462689133.3,-74.46
462697593.6,-76.35
462706053.8,-85.37
462714514.0,-86.37
462722974.3,-84.10
462731434.5,-85.13
462739894.7,-85.84
462748355.0,-80.13
462756815.2,-80.71
462765275.4,-78.58
462773735.7,-84.59
462782195.9,-79.96
462790656.2,-92.22
462799116.4,-92.43
462807576.6,-88.51
462816036.9,-90.53
462824497.1,-82.75
462832957.3,-81.90
462841417.6,-83.59
462849877.8,-82.92
462858338.1,-81.97
462866798.3,-82.47
462875258.5,-83.79
462883718.8,-89.12
462892179.0,-85.50
462900639.2,-90.49
462909099.5,-86.93
462917559.7,-84.80
462926019.9,-86.25
462934480.2,-86.76
462942940.4,-85.50
462951400.7,-87.40
462959860.9,-86.34
462968321.1,-86.86
462976781.4,-87.76
462985241.6,-93.26
462993701.8,-91.10
463002162.1,-88.62
463010622.3,-88.32
463019082.6,-91.57
463027542.8,-88.16
463036003.0,-84.23
463044463.3,-82.65
463052923.5,-87.40
463061383.7,-95.38
463069844.0,-90.28
463078304.2,-90.33
463086764.5,-87.74
463095224.7,-86.29
463103684.9,-86.52
463112145.2,-87.99
463120605.4,-86.25
463129065.6,-86.85
463137525.9,-89.84
463145986.1,-91.25
463154446.3,-95.40
463162906.6,-93.44
463171366.8,-89.48
463179827.1,-85.85
463188287.3,-86.53
463196747.5,-87.42
463205207.8,-86.90
463213668.0,-87.95
463222128.2,-89.89
463230588.5,-95.79
463239048.7,-90.84
463247509.0,-90.16
463255969.2,-89.36
463264429.4,-88.76
463272889.7,-88.93
463281349.9,-85.36
463289810.1,-85.83
463298270.4,-87.01
463306730.6,-88.63
463315190.8,-93.19
463323651.1,-89.52
463332111.3,-90.57
463340571.6,-87.70
463349031.8,-90.51
463357492.0,-88.60
463365952.3,-87.70
463374412.5,-87.39
463382872.7,-90.19
463391333.0,-87.06
463399793.2,-95.24
463408253.5,-88.15
463416713.7,-97.77
463425173.9,-90.18
463433634.2,-85.28
463442094.4,-88.57
463450554.6,-91.74
463459014.9,-83.96
463467475.1,-97.17
463475935.3,-91.61
463484395.6,-86.56
463492855.8,-83.03
463501316.1,-83.74
463509776.3,-95.72
463518236.5,-86.58
463526696.8,-85.04
463535157.0,-81.40
463543617.2,-87.69
463552077.5,-87.73
463560537.7,-90.26
463568998.0,-89.28
463577458.2,-89.12
463585918.4,-90.11
463594378.7,-91.44
463602838.9,-89.00
463611299.1,-91.01
463619759.4,-91.59
463628219.6,-89.14
463636679.8,-89.76
463645140.1,-89.30
463653600.3,-92.67
463662060.6,-92.84
463670520.8,-91.93
463678981.0,-91.43
463687441.3,-90.16
463695901.5,-90.14
463704361.7,-85.13
463712822.0,-85.90
463721282.2,-82.74
463729742.5,-85.67
463738202.7,-84.74
463746662.9,-84.24
463755123.2,-82.43
463763583.4,-82.94
463772043.6,-82.35
463780503.9,-82.68
463788964.1,-83.05
463797424.3,-84.91
463805884.6,-81.94
463814344.8,-82.79
463822805.1,-82.62
463831265.3,-82.34
463839725.5,-84.30
463848185.8,-86.02
463856646.0,-88.42
463865106.2,-87.27
463873566.5,-85.71
463882026.7,-85.51
463890487.0,-85.70
463898947.2,-86.40
463907407.4,-93.53
463915867.7,-92.42
463924327.9,-90.80
463932788.1,-92.67
463941248.4,-90.56
463949708.6,-92.01
463958168.8,-93.30
463966629.1,-87.27
463975089.3,-88.84
463983549.6,-87.65
463992009.8,-86.75
464000470.0,-89.31
464008930.3,-89.91
464017390.5,-95.76
464025850.7,-87.18
464034311.0,-88.96
464042771.2,-89.02
464051231.5,-91.04
464059691.7,-90.52
464068151.9,-87.82
464076612.2,-88.55
464085072.4,-86.87
464093532.6,-88.36
464101992.9,-88.81
464110453.1,-86.10
464118913.4,-93.37
464127373.6,-84.46
464135833.8,-87.07
464144294.1,-83.86
464152754.3,-84.82
464161214.5,-83.67
464169674.8,-82.76
464178135.0,-85.20
464186595.2,-83.47
464195055.5,-83.51
464203515.7,-85.26
464211976.0,-84.29
464220436.2,-84.23
464228896.4,-81.15
464237356.7,-85.90
464245816.9,-85.10
464254277.1,-90.52
464262737.4,-89.08
464271197.6,-86.32
